PostCode,PostcodeNummers,PostcodeLetters,Latitude,Longitude
1023XG,1023,XG,52.39315509,4.939688251
1023XH,1023,XH,52.39218087,4.939143505
1023XJ,1023,XJ,52.39305346,4.939948375
1023XK,1023,XK,52.39386872,4.940171514
1023XL,1023,XL,52.39377922,4.940452683
1023XM,1023,XM,52.39247431,4.93825808
1023XN,1023,XN,52.39356409,4.939132039
1023XP,1023,XP,52.39239119,4.938532707
1023XR,1023,XR,52.39326465,4.93934741
1023XS,1023,XS,52.39399842,4.939834916
1023XT,1023,XT,52.39346963,4.938294912
1023XV,1023,XV,52.39258233,4.937872349
1023XW,1023,XW,52.39345767,4.938698431
1023XX,1023,XX,52.39363136,4.938084535
1023XZ,1023,XZ,52.39404258,4.939158309
1023ZB,1023,ZB,52.39332128,4.936958323
1023ZC,1023,ZC,52.39318514,4.937370604
1023ZD,1023,ZD,52.39278028,4.937145233
1023ZE,1023,ZE,52.39290156,4.936457718
1024AA,1024,AA,52.39674995,4.949052626
1024AB,1024,AB,52.39677188,4.949230187
1024AC,1024,AC,52.39692389,4.948695024
1024AD,1024,AD,52.39720233,4.949223048
1024AE,1024,AE,52.39745357,4.949615417
1024AG,1024,AG,52.39743926,4.949687879
1024AH,1024,AH,52.39749122,4.94940037
1024AJ,1024,AJ,52.3975168,4.949430482
1024AK,1024,AK,52.39830227,4.950137918
1024AL,1024,AL,52.39829733,4.95027092
1024AM,1024,AM,52.39826028,4.950378421
1024AN,1024,AN,52.39826718,4.950319581
1024AP,1024,AP,52.39893102,4.950625674
1024AR,1024,AR,52.39897554,4.9506836
1024AS,1024,AS,52.39896185,4.950728426
1024AT,1024,AT,52.39895055,4.950771981
1024AV,1024,AV,52.39977433,4.951296936
1024AW,1024,AW,52.39983034,4.951355363
1024AX,1024,AX,52.39981628,4.951399581
1024AZ,1024,AZ,52.39980483,4.951443774
1024BA,1024,BA,52.40042732,4.951809279
1024BB,1024,BB,52.40047706,4.951860218
1024BC,1024,BC,52.40046299,4.951903213
1024BD,1024,BD,52.40047628,4.952032687
1024BD,1024,BD,52.4004245,4.949893018
1024BE,1024,BE,52.3976653,4.951409998
1024BG,1024,BG,52.39280115,4.948584812
1024BH,1024,BH,52.39259177,4.949252176
1024BJ,1024,BJ,52.3928611,4.949634982
1024BK,1024,BK,52.39323338,4.94869177
1024BL,1024,BL,52.39353091,4.948935457
1024BM,1024,BM,52.39394913,4.949382463
1024BN,1024,BN,52.39383055,4.949783607
1024BP,1024,BP,52.39377259,4.950301088
1024BR,1024,BR,52.39409487,4.950556342
1024BS,1024,BS,52.3941952,4.949655645
1024BT,1024,BT,52.39458136,4.949735674
1024BV,1024,BV,52.39635627,4.951214529
1024BW,1024,BW,52.39847393,4.952752409
1024BX,1024,BX,52.39941535,4.953479557
1024CG,1024,CG,52.39925986,4.953939891
1024CH,1024,CH,52.39969473,4.954302098
1024CJ,1024,CJ,52.399094,4.954424287
1024CK,1024,CK,52.39747074,4.955305949
1024CL,1024,CL,52.39805955,4.954894184
1024CM,1024,CM,52.39717277,4.954761637
1024CN,1024,CN,52.3981312,4.954068918
1024CP,1024,CP,52.39811311,4.95325403
1024CR,1024,CR,52.39721883,4.954132716
1024CS,1024,CS,52.39759206,4.952926247
1024CT,1024,CT,52.39107207,4.961447963
1024CV,1024,CV,52.39143922,4.961174054
1024CW,1024,CW,52.39176894,4.960930325
1024CX,1024,CX,52.39255769,4.960360199
1024CZ,1024,CZ,52.39332707,4.959962046
1024DA,1024,DA,52.39713956,4.95685457
1024DB,1024,DB,52.39730589,4.956733782
1024DC,1024,DC,52.39764653,4.956490494
1024EA,1024,EA,52.39392842,4.959474455
1024EB,1024,EB,52.39498783,4.958732336
1024EC,1024,EC,52.39537117,4.958455284
1024EH,1024,EH,52.39804162,4.955630727
1024EJ,1024,EJ,52.39867552,4.95384275
1024EK,1024,EK,52.39624296,4.957683707
1024EK,1024,EK,52.39850114,4.95601875
1024EL,1024,EL,52.39187524,4.962802372
1024EM,1024,EM,52.39217636,4.962580177
1024EN,1024,EN,52.39269678,4.962196584
1024EP,1024,EP,52.3929925,4.96197632
1024ER,1024,ER,52.39390608,4.961295017
1024ES,1024,ES,52.39420327,4.961082442
1024ET,1024,ET,52.39470239,4.960713574
1024EV,1024,EV,52.3950001,4.960492524
1024EW,1024,EW,52.3955071,4.960109176
1024EX,1024,EX,52.39580585,4.959885487
1024EZ,1024,EZ,52.39888238,4.955323218
1024GA,1024,GA,52.39534138,4.959156208
1024GB,1024,GB,52.39503813,4.959639916
1024GC,1024,GC,52.39515142,4.96020157
1024GD,1024,GD,52.39491629,4.959452923
1024GE,1024,GE,52.39454362,4.959747291
1024GG,1024,GG,52.39424138,4.960227916
1024GH,1024,GH,52.39435467,4.960796907
1024GJ,1024,GJ,52.39411855,4.960050117
1024GK,1024,GK,52.39374172,4.960335332
1024GL,1024,GL,52.3934367,4.960817666
1024GM,1024,GM,52.39356487,4.961412561
1024GN,1024,GN,52.39255097,4.961366359
1024GP,1024,GP,52.39231596,4.961390767
1024GR,1024,GR,52.39216379,4.961745825
1024GS,1024,GS,52.39230587,4.962250435
1024GT,1024,GT,52.39172559,4.961973215
1024GV,1024,GV,52.39149532,4.961997291
1024GW,1024,GW,52.3913211,4.962258414
1024GX,1024,GX,52.39142391,4.962634079
1024GZ,1024,GZ,52.39152619,4.962994689
1024HA,1024,HA,52.3944883,4.956807773
1024HB,1024,HB,52.39446898,4.956303687
1024HC,1024,HC,52.39484569,4.956023902
1024HD,1024,HD,52.39513205,4.956505131
1024HE,1024,HE,52.395237,4.957066268
1024HG,1024,HG,52.39485563,4.957418116
1024HH,1024,HH,52.39481057,4.957971917
1024HJ,1024,HJ,52.39542631,4.957583352
1024HK,1024,HK,52.39556866,4.958077827
1024HL,1024,HL,52.39576689,4.958933433
1024HM,1024,HM,52.3958127,4.958297445
1024HN,1024,HN,52.39359194,4.957471197
1024HP,1024,HP,52.39357628,4.956983757
1024HR,1024,HR,52.39395233,4.95668636
1024HS,1024,HS,52.39422971,4.957171752
1024HT,1024,HT,52.39437432,4.957667006
1024HV,1024,HV,52.39302142,4.959306091
1024HW,1024,HW,52.39299959,4.958808113
1024HX,1024,HX,52.39332619,4.958548935
1024HZ,1024,HZ,52.39390017,4.958137236
1024JA,1024,JA,52.3942212,4.957896113
1024JB,1024,JB,52.39270571,4.958124915
1024JC,1024,JC,52.39267446,4.957626425
1024JD,1024,JD,52.39304596,4.957342388
1024JE,1024,JE,52.39334481,4.957827566
1024JG,1024,JG,52.39348239,4.958314718
1024JH,1024,JH,52.3936681,4.958994028
1024JJ,1024,JJ,52.39380645,4.959490567
1024JK,1024,JK,52.39153046,4.954049015
1024JL,1024,JL,52.39331856,4.960649147
1024JM,1024,JM,52.39102535,4.953986627
1024JN,1024,JN,52.391504,4.956120645
1024JP,1024,JP,52.39124856,4.956317254
1024JR,1024,JR,52.39235756,4.959681187
1024JS,1024,JS,52.3929309,4.960975597
1024JT,1024,JT,52.39308995,4.961541744
1024JV,1024,JV,52.39029484,4.958775094
1024JW,1024,JW,52.39062009,4.959846648
1024JX,1024,JX,52.39077256,4.960482043
1024JZ,1024,JZ,52.38945765,4.957467361
1024KA,1024,KA,52.3903868,4.961319198
1024KB,1024,KB,52.39084728,4.962840712
1024KC,1024,KC,52.39078423,4.962890553
1024KD,1024,KD,52.39072635,4.962934974
1024KE,1024,KE,52.39068003,4.962968981
1024KG,1024,KG,52.3906092,4.963058107
1024KH,1024,KH,52.3911371,4.960871477
1024KJ,1024,KJ,52.39129182,4.960641102
1024KK,1024,KK,52.39158483,4.960426186
1024KL,1024,KL,52.39019666,4.960961359
1024KM,1024,KM,52.39313999,4.9558224
1024KN,1024,KN,52.39665507,4.952436882
1024KP,1024,KP,52.39656825,4.952363728
1024KR,1024,KR,52.39646741,4.952278196
1024KS,1024,KS,52.3963669,4.952192117
1024KT,1024,KT,52.39629892,4.952093222
1024KV,1024,KV,52.39573524,4.955421151
1024KW,1024,KW,52.38927891,4.957679092
1024KX,1024,KX,52.39005775,4.957804487
1024KZ,1024,KZ,52.39044883,4.95754187
1024LA,1024,LA,52.390779,4.957300827
1024LB,1024,LB,52.39139758,4.956868801
1024LC,1024,LC,52.39165955,4.956703612
1024LD,1024,LD,52.39063485,4.958068351
1024LE,1024,LE,52.39094419,4.95784012
1024LG,1024,LG,52.39113743,4.957712963
1024LH,1024,LH,52.39146689,4.957448462
1024LJ,1024,LJ,52.38895723,4.955417842
1024LK,1024,LK,52.39027053,4.954456329
1024LL,1024,LL,52.39226235,4.955839305
1024LM,1024,LM,52.39222923,4.955649276
1024LN,1024,LN,52.39229685,4.955654283
1024LP,1024,LP,52.39228467,4.955727092
1024LR,1024,LR,52.39222724,4.955778915
1024LT,1024,LT,52.39226386,4.955106318
1024LW,1024,LW,52.39251244,4.954296246
1024LX,1024,LX,52.39217529,4.954127356
1024LZ,1024,LZ,52.39219306,4.954186645
1024MA,1024,MA,52.3911698,4.959429368
1024MB,1024,MB,52.3911906,4.963741774
1024ME,1024,ME,52.38777024,4.957285609
1024MG,1024,MG,52.38846666,4.959474071
1024MH,1024,MH,52.38796381,4.956992086
1024NA,1024,NA,52.39221124,4.954245231
1024NB,1024,NB,52.39284587,4.954570738
1024NC,1024,NC,52.38991114,4.95726727
1024ND,1024,ND,52.39030136,4.957001161
1024NE,1024,NE,52.39064791,4.956804305
1024NG,1024,NG,52.38983611,4.956685117
1024NH,1024,NH,52.39048444,4.95609229
1024NJ,1024,NJ,52.3910036,4.955846774
1024NK,1024,NK,52.39134413,4.955587043
1024NL,1024,NL,52.38917092,4.955730857
1024NM,1024,NM,52.39049995,4.954730981
1024NN,1024,NN,52.39246562,4.953011763
1024NP,1024,NP,52.3926446,4.952305634
1024NR,1024,NR,52.3929292,4.951351186
1024NS,1024,NS,52.39309154,4.950826421
1024NT,1024,NT,52.39335172,4.949888518
1024NV,1024,NV,52.39352438,4.949320383
1024NW,1024,NW,52.39384979,4.948202255
1024NX,1024,NX,52.39400957,4.947664434
1024NZ,1024,NZ,52.39430314,4.94671555
1024PA,1024,PA,52.39446748,4.946161736
1024PB,1024,PB,52.38968224,4.956158249
1024PC,1024,PC,52.39046509,4.955591194
1024PD,1024,PD,52.39085577,4.95530066
1024PE,1024,PE,52.39119837,4.955052258
1024PG,1024,PG,52.39417307,4.943846044
1024PH,1024,PH,52.39474155,4.944307691
1024PJ,1024,PJ,52.39543949,4.94486658
1024PK,1024,PK,52.39600167,4.945314645
1024PL,1024,PL,52.39655124,4.945760453
1024PM,1024,PM,52.393806,4.94649359
1024PN,1024,PN,52.39352124,4.94610885
1024PP,1024,PP,52.39372244,4.945432445
1024PR,1024,PR,52.3941879,4.945583178
1024PS,1024,PS,52.39464836,4.945943024
1024PT,1024,PT,52.3947933,4.946555104
1024PV,1024,PV,52.39469496,4.94719555
1024PW,1024,PW,52.39500908,4.947444431
1024PX,1024,PX,52.39512666,4.94654765
1024PZ,1024,PZ,52.39550582,4.946643199
1024RS,1024,RS,52.39335748,4.947995157
1024RT,1024,RT,52.39303509,4.947731811
1024RV,1024,RV,52.39320019,4.947242217
1024RW,1024,RW,52.39332641,4.946830659
1024RX,1024,RX,52.39365833,4.947008905
1024RZ,1024,RZ,52.39396601,4.947226794
1024SB,1024,SB,52.39443437,4.947739067
1024SC,1024,SC,52.39431487,4.948144392
1024SE,1024,SE,52.39425411,4.948687969
1024SG,1024,SG,52.39456283,4.948936632
1024SH,1024,SH,52.39468244,4.948032988
1024SJ,1024,SJ,52.39505894,4.948124657
1024SK,1024,SK,52.39199243,4.952578215
1024SL,1024,SL,52.39171508,4.952222061
1024SM,1024,SM,52.39192285,4.951579225
1024SN,1024,SN,52.39228679,4.951621821
1024SP,1024,SP,52.39260799,4.951853244
1024TH,1024,TH,52.39370554,4.953367694
1024TJ,1024,TJ,52.39406351,4.95224659
1024TK,1024,TK,52.39424694,4.951617252
1024TL,1024,TL,52.39450824,4.950749978
1024TM,1024,TM,52.39468314,4.950131205
1024TN,1024,TN,52.39498485,4.949083715
1024TP,1024,TP,52.39516868,4.948448749
1024TR,1024,TR,52.39543174,4.94760031
1024TS,1024,TS,52.39561005,4.946983577
1024TT,1024,TT,52.39494209,4.951122445
1024TV,1024,TV,52.3924355,4.951094284
1024TW,1024,TW,52.39215468,4.950726977
1024TX,1024,TX,52.39235081,4.950061857
1024TZ,1024,TZ,52.39272861,4.950090662
1024VA,1024,VA,52.39304291,4.950366904
1024VB,1024,VB,52.39350065,4.950989392
1024VC,1024,VC,52.39331019,4.951613959
1024VD,1024,VD,52.39359227,4.952001843
1024VE,1024,VE,52.3937582,4.951160241
1024VG,1024,VG,52.39413333,4.951237649
1024VH,1024,VH,52.39560093,4.954226709
1024VJ,1024,VJ,52.39558202,4.954240294
1024VK,1024,VK,52.39543664,4.952408025
1024VR,1024,VR,52.39330434,4.954297483
1024VS,1024,VS,52.39408109,4.955295949
1024VT,1024,VT,52.39408109,4.955295949
1024VV,1024,VV,52.39428159,4.954689466
1024VW,1024,VW,52.3941398,4.954146176
1024VX,1024,VX,52.39465806,4.954412093
1024VZ,1024,VZ,52.39451429,4.953875619
1024WC,1024,WC,52.3953427,4.953643389
1024WE,1024,WE,52.39385718,4.954744755
1024XA,1024,XA,52.39502989,4.954139657
1024XB,1024,XB,52.39487829,4.953602713
1024XJ,1024,XJ,52.39650937,4.955742442
1024XR,1024,XR,52.39620575,4.956908856
1024XS,1024,XS,52.39582944,4.956791066
1025AA,1025,AA,52.40119478,4.948132303
1025AB,1025,AB,52.40170186,4.948427044
1025AC,1025,AC,52.40171563,4.947878325
1025AD,1025,AD,52.40165828,4.947160986
1025AE,1025,AE,52.40186914,4.94610092
1025AG,1025,AG,52.40235982,4.946794204
1025AH,1025,AH,52.40239074,4.946375028
1025AJ,1025,AJ,52.40151741,4.949253067
1025AK,1025,AK,52.40164668,4.949276057
1025AL,1025,AL,52.40172336,4.949236815
1025AM,1025,AM,52.4021353,4.947620585
1025AN,1025,AN,52.4022111,4.947634528
1025AP,1025,AP,52.40231175,4.947595219
1025AR,1025,AR,52.39995615,4.947332003
1025AS,1025,AS,52.40029355,4.947696809
1025AT,1025,AT,52.39947776,4.946947911
1025AV,1025,AV,52.39865935,4.943714741
1025AW,1025,AW,52.39857608,4.945863341
1025AX,1025,AX,52.39976084,4.945432803
1025AZ,1025,AZ,52.3992765,4.944282539
1025BA,1025,BA,52.40071624,4.945111179
1025BB,1025,BB,52.40089833,4.944652284
1025BC,1025,BC,52.40108088,4.94545302
1025BD,1025,BD,52.40125543,4.945026803
1025BE,1025,BE,52.39989873,4.944582047
1025BG,1025,BG,52.39967486,4.945178202
1025BH,1025,BH,52.40120691,4.944491607
1025BJ,1025,BJ,52.402248,4.94572775
1025BK,1025,BK,52.40005608,4.945493368
1025BL,1025,BL,52.40027447,4.944954644
1025BM,1025,BM,52.4013286,4.942246772
1025BN,1025,BN,52.40148545,4.941800883
1025BP,1025,BP,52.40147215,4.941847303
1025BR,1025,BR,52.40145795,4.94189667
1025BS,1025,BS,52.40138718,4.943315342
1025BT,1025,BT,52.40218865,4.94173749
1025BV,1025,BV,52.40169962,4.942077585
1025BW,1025,BW,52.40189592,4.942327949
1025BX,1025,BX,52.40200874,4.94245392
1025BZ,1025,BZ,52.40204533,4.942936917
1025CA,1025,CA,52.40192948,4.943246727
1025CB,1025,CB,52.40132986,4.943530412
1025CC,1025,CC,52.40121488,4.94380564
1025CD,1025,CD,52.40122561,4.942492635
1025CJ,1025,CJ,52.40062288,4.942628226
1025CK,1025,CK,52.40051267,4.942992271
1025CL,1025,CL,52.40052387,4.943079366
1025CM,1025,CM,52.40087178,4.940893877
1025CN,1025,CN,52.40108724,4.940371673
1025CP,1025,CP,52.40052224,4.940522277
1025CR,1025,CR,52.40074084,4.939995955
1025CS,1025,CS,52.40017695,4.940155826
1025CT,1025,CT,52.40039306,4.939623647
1025CV,1025,CV,52.3998396,4.939793623
1025CW,1025,CW,52.4007007,4.937625287
1025CX,1025,CX,52.40115057,4.937677937
1025CZ,1025,CZ,52.4012054,4.937614725
1025DA,1025,DA,52.40182584,4.938056317
1025DB,1025,DB,52.40185387,4.938467948
1025DC,1025,DC,52.40246681,4.938906463
1025DD,1025,DD,52.40295519,4.939841855
1025DD,1025,DD,52.40252929,4.939301593
1025DD,1025,DD,52.40354415,4.940509107
1025DE,1025,DE,52.40166006,4.935826683
1025DG,1025,DG,52.40182,4.935996097
1025DH,1025,DH,52.40204073,4.935587032
1025DJ,1025,DJ,52.40214,4.935691819
1025DK,1025,DK,52.40224783,4.935805947
1025DL,1025,DL,52.40236007,4.935924501
1025DM,1025,DM,52.40267068,4.937417406
1025DN,1025,DN,52.40270498,4.937257869
1025DP,1025,DP,52.40276981,4.937104552
1025DR,1025,DR,52.40283514,4.93695123
1025DS,1025,DS,52.40290856,4.936869121
1025DT,1025,DT,52.40334732,4.938276387
1025DV,1025,DV,52.4033833,4.93811388
1025DW,1025,DW,52.40344912,4.937958104
1025DX,1025,DX,52.40351544,4.937802321
1025DZ,1025,DZ,52.40358822,4.93772811
1025EA,1025,EA,52.40403721,4.939169172
1025EB,1025,EB,52.40407226,4.939012262
1025EC,1025,EC,52.40413509,4.938858147
1025ED,1025,ED,52.40419792,4.938704032
1025EE,1025,EE,52.40426835,4.938621953
1025EG,1025,EG,52.40156885,4.937018556
1025EH,1025,EH,52.40183315,4.937340002
1025EJ,1025,EJ,52.40180609,4.9374064
1025EK,1025,EK,52.4022383,4.937885711
1025EL,1025,EL,52.40250114,4.93821323
1025EM,1025,EM,52.40246622,4.938285831
1025EN,1025,EN,52.40291074,4.938754611
1025EP,1025,EP,52.40314157,4.939164611
1025ER,1025,ER,52.40313531,4.939240558
1025ES,1025,ES,52.39990864,4.935764767
1025ET,1025,ET,52.39955804,4.936621002
1025EV,1025,EV,52.39964645,4.934650484
1025EW,1025,EW,52.39885486,4.936697334
1025EX,1025,EX,52.39842884,4.936259237
1025EZ,1025,EZ,52.39837283,4.937228032
1025GA,1025,GA,52.39838346,4.938451214
1025GB,1025,GB,52.39764936,4.938727148
1025GC,1025,GC,52.39584108,4.936477851
1025GD,1025,GD,52.39647953,4.93681026
1025GE,1025,GE,52.39693027,4.938301493
1025GG,1025,GG,52.39682216,4.938688876
1025GH,1025,GH,52.39485442,4.935622288
1025GJ,1025,GJ,52.39456082,4.936602891
1025GK,1025,GK,52.39493462,4.93731042
1025GL,1025,GL,52.39600097,4.937836522
1025GM,1025,GM,52.39592804,4.938999974
1025GN,1025,GN,52.39613893,4.94016462
1025GP,1025,GP,52.39588463,4.941156021
1025GR,1025,GR,52.39581098,4.936342868
1025GS,1025,GS,52.39616103,4.936709672
1025GT,1025,GT,52.39654554,4.936706877
1025GV,1025,GV,52.39710188,4.937044772
1025GW,1025,GW,52.39734048,4.937551953
1025GX,1025,GX,52.39720425,4.937898959
1025GZ,1025,GZ,52.39707297,4.938223525
1025HA,1025,HA,52.39528964,4.934245393
1025HB,1025,HB,52.39515587,4.935226215
1025HC,1025,HC,52.39487508,4.935918192
1025HD,1025,HD,52.39461476,4.936565177
1025HE,1025,HE,52.39486821,4.937148872
1025HG,1025,HG,52.39542515,4.93740411
1025HH,1025,HH,52.3957958,4.937526345
1025HJ,1025,HJ,52.39629898,4.938029959
1025HK,1025,HK,52.39604717,4.938877308
1025HL,1025,HL,52.39588116,4.939540132
1025HM,1025,HM,52.39625008,4.94019295
1025HN,1025,HN,52.39605167,4.940882373
1025HP,1025,HP,52.39584631,4.941402581
1025HR,1025,HR,52.39641268,4.937010689
1025HS,1025,HS,52.39658121,4.939125437
1025HT,1025,HT,52.3965668,4.939162663
1025HV,1025,HV,52.39655111,4.939199903
1025HW,1025,HW,52.39653499,4.939238545
1025HX,1025,HX,52.39652015,4.939274377
1025HZ,1025,HZ,52.39650743,4.939307038
1025JA,1025,JA,52.39778514,4.935773308
1025JB,1025,JB,52.3978738,4.935653277
1025JC,1025,JC,52.39791292,4.935698356
1025JD,1025,JD,52.39795204,4.935744135
1025JE,1025,JE,52.39799159,4.93578921
1025JG,1025,JG,52.39802832,4.935814024
1025JH,1025,JH,52.39638189,4.931305574
1025JJ,1025,JJ,52.39609405,4.932023553
1025JK,1025,JK,52.39580708,4.932746411
1025JL,1025,JL,52.39637798,4.932179451
1025JM,1025,JM,52.39670088,4.93223211
1025JN,1025,JN,52.39713255,4.932629754
1025JP,1025,JP,52.39793967,4.932844887
1025JR,1025,JR,52.398462,4.933339793
1025JS,1025,JS,52.39854092,4.934065875
1025JT,1025,JT,52.39823996,4.93481695
1025JV,1025,JV,52.39612415,4.933396613
1025JW,1025,JW,52.39664427,4.933567054
1025JX,1025,JX,52.39704733,4.933738381
1025JZ,1025,JZ,52.39746254,4.934304955
1025KA,1025,KA,52.39724601,4.935032674
1025KB,1025,KB,52.39624236,4.931480866
1025KC,1025,KC,52.39584658,4.932566272
1025KD,1025,KD,52.39723734,4.931727757
1025KD,1025,KD,52.39657495,4.932195168
1025KE,1025,KE,52.39721623,4.932640191
1025KG,1025,KG,52.39846848,4.933674411
1025KH,1025,KH,52.39822589,4.934698618
1025KJ,1025,KJ,52.39619283,4.933561792
1025KK,1025,KK,52.3971048,4.933881922
1025KL,1025,KL,52.39723375,4.934895872
1025KM,1025,KM,52.39427868,4.931628092
1025KN,1025,KN,52.39526945,4.929659169
1025KP,1025,KP,52.39453879,4.92965725
1025KR,1025,KR,52.39436716,4.930367596
1025KS,1025,KS,52.39417196,4.931159493
1025KT,1025,KT,52.39397727,4.931951378
1025KV,1025,KV,52.39384227,4.932575566
1025KW,1025,KW,52.39202902,4.936539757
1025KX,1025,KX,52.39210247,4.937233264
1025LA,1025,LA,52.39244246,4.933929782
1025LB,1025,LB,52.3923384,4.934732337
1025LC,1025,LC,52.39115482,4.926038521
1025LD,1025,LD,52.39138068,4.927691455
1025LE,1025,LE,52.39155697,4.929608636
1025LG,1025,LG,52.39164923,4.931249695
1025LH,1025,LH,52.39169908,4.932647712
1025LJ,1025,LJ,52.39165828,4.934022565
1025LK,1025,LK,52.39151724,4.935544393
1025LL,1025,LL,52.39152568,4.937132367
1025LM,1025,LM,52.39126511,4.937787139
1025LN,1025,LN,52.39103052,4.926256151
1025LP,1025,LP,52.39129218,4.928174761
1025LR,1025,LR,52.39144935,4.929992213
1025LS,1025,LS,52.39155206,4.931997848
1025LT,1025,LT,52.39151477,4.933957094
1025LV,1025,LV,52.39138393,4.935107971
1025LW,1025,LW,52.39128424,4.936693015
1025LX,1025,LX,52.39115506,4.937637075
1025LZ,1025,LZ,52.39127526,4.933509644
1025MB,1025,MB,52.39468271,4.925412258
1025MC,1025,MC,52.400788,4.948945362
1025ME,1025,ME,52.39967726,4.940717618
1025MG,1025,MG,52.39989362,4.940952794
1025MH,1025,MH,52.4000708,4.941163688
1025MJ,1025,MJ,52.40025982,4.941418923
1025MK,1025,MK,52.40043685,4.941748055
1025ML,1025,ML,52.4074218,4.928614818
1025MN,1025,MN,52.40705318,4.930442385
1025MP,1025,MP,52.40806322,4.929856004
1025MR,1025,MR,52.40863466,4.930753502
1025MS,1025,MS,52.40860791,4.931451317
1025MT,1025,MT,52.40833805,4.929137467
1025MV,1025,MV,52.40831263,4.930716399
1025MX,1025,MX,52.40863975,4.930166358
1025MZ,1025,MZ,52.40495395,4.929307865
1025NA,1025,NA,52.39245092,4.932914566
1025NB,1025,NB,52.3925627,4.932267934
1025NC,1025,NC,52.39274705,4.931476923
1025ND,1025,ND,52.39272034,4.931737439
1025NE,1025,NE,52.39302401,4.930813184
1025NG,1025,NG,52.39277257,4.931101514
1025NH,1025,NH,52.39308034,4.930172279
1025NJ,1025,NJ,52.39305568,4.930434876
1025NK,1025,NK,52.39253026,4.92964103
1025NL,1025,NL,52.39329288,4.929352626
1025NM,1025,NM,52.39310571,4.929800672
1025NN,1025,NN,52.39264128,4.930363141
1025NP,1025,NP,52.39287837,4.929053481
1025NR,1025,NR,52.39270486,4.928696552
1025NS,1025,NS,52.3924186,4.929042914
1025NT,1025,NT,52.39250569,4.929291148
1025NV,1025,NV,52.39231613,4.928403082
1025NX,1025,NX,52.39162182,4.92728908
1025NZ,1025,NZ,52.39214363,4.927663713
1025PA,1025,PA,52.39211064,4.927969086
1025PB,1025,PB,52.39227012,4.931071665
1025PC,1025,PC,52.39178024,4.928271288
1025PD,1025,PD,52.39199129,4.93133797
1025PE,1025,PE,52.39449088,4.926361147
1025PG,1025,PG,52.39428458,4.927173673
1025PH,1025,PH,52.39366234,4.929706385
1025PJ,1025,PJ,52.39332127,4.931093565
1025PK,1025,PK,52.39292881,4.932321359
1025PL,1025,PL,52.39263986,4.927838952
1025PM,1025,PM,52.39333699,4.928540654
1025PN,1025,PN,52.39243329,4.92790605
1025PP,1025,PP,52.39334295,4.928831357
1025PR,1025,PR,52.39188302,4.925361174
1025PS,1025,PS,52.39253072,4.926485816
1025PT,1025,PT,52.3934335,4.927537151
1025PV,1025,PV,52.39148602,4.926187122
1025PW,1025,PW,52.39234695,4.92701115
1025PX,1025,PX,52.39332274,4.928110527
1025PZ,1025,PZ,52.3961306,4.934680505
1025RA,1025,RA,52.39354017,4.926884149
1025RB,1025,RB,52.39313132,4.926801387
1025RC,1025,RC,52.39374323,4.927402988
1025RD,1025,RD,52.39386044,4.926783529
1025RE,1025,RE,52.3942037,4.925309341
1025RG,1025,RG,52.39425594,4.926117962
1025RH,1025,RH,52.39400816,4.925761917
1025RJ,1025,RJ,52.39357284,4.926090147
1025RK,1025,RK,52.3935508,4.926373
1025RL,1025,RL,52.39348076,4.925985328
1025RM,1025,RM,52.39338584,4.925438849
1025RN,1025,RN,52.39348405,4.925676776
1025RP,1025,RP,52.39281435,4.92587816
1025RR,1025,RR,52.39244735,4.925409006
1025RS,1025,RS,52.39295124,4.924882575
1025RT,1025,RT,52.39263319,4.925701215
1025RV,1025,RV,52.39383197,4.92501057
1025RW,1025,RW,52.39168945,4.924765047
1025RX,1025,RX,52.3927006,4.92451781
1025RZ,1025,RZ,52.40314211,4.939240616
1025SB,1025,SB,52.39766953,4.929187531
1025SC,1025,SC,52.39765591,4.929174765
1025SE,1025,SE,52.39765527,4.929163017
1025SG,1025,SG,52.39764696,4.929184652
1025SH,1025,SH,52.3976606,4.929176981
1025SJ,1025,SJ,52.39765107,4.928544009
1025SK,1025,SK,52.39766329,4.928604612
1025SL,1025,SL,52.39766446,4.928595785
1025SM,1025,SM,52.39766504,4.92859186
1025SN,1025,SN,52.39766663,4.928588906
1025SP,1025,SP,52.39830313,4.930134869
1025SR,1025,SR,52.39831555,4.930092622
1025ST,1025,ST,52.39832711,4.930136581
1025SV,1025,SV,52.39829003,4.930155575
1025SW,1025,SW,52.39828421,4.93014254
1025SX,1025,SX,52.39832353,4.929465556
1025SZ,1025,SZ,52.39830792,4.929358055
1025TA,1025,TA,52.39830444,4.929347561
1025TB,1025,TB,52.39830665,4.929339667
1025TC,1025,TC,52.39830089,4.929327228
1025TD,1025,TD,52.39893679,4.930852442
1025TE,1025,TE,52.39898492,4.930891881
1025TG,1025,TG,52.39897738,4.930917917
1025TH,1025,TH,52.39897956,4.930899773
1025TJ,1025,TJ,52.39897489,4.93088525
1025TK,1025,TK,52.39898246,4.930253245
1025TL,1025,TL,52.39897603,4.930219273
1025TM,1025,TM,52.39897495,4.930170062
1025TN,1025,TN,52.39897269,4.930206328
1025TP,1025,TP,52.39900002,4.930262371
1025TR,1025,TR,52.39971977,4.931887249
1025TS,1025,TS,52.3997211,4.93192949
1025TT,1025,TT,52.39971129,4.931948447
1025TV,1025,TV,52.39970314,4.931972408
1025TW,1025,TW,52.39969199,4.93199444
1025TX,1025,TX,52.39963726,4.931032449
